cnpj;tipo;abertura;nome;fantasia;natureza_juridica;logradouro;numero;complemento;cep;bairro;municipio;uf;email;telefone;efr;situacao;data_situacao;motivo_situacao;situacao_especial;data_situacao_especial;capital_social
08.850.962/0002-22;FILIAL;05/09/2012;INSTITUTO D'OR DE GESTAO DE SAUDE PUBLICA;HOSPITAL DA CRIANCA;399-9 - Associação Privada;R LUIZ BELTRAO;147;RUA DAS TULIPAS 209;21.321-230;VILA VALQUEIRE;RIO DE JANEIRO;RJ;;(21) 3369-9654;;ATIVA;05/09/2012;;;;0.00
14.812.333/0001-20;MATRIZ;03/11/1980;ASSOCIACAO DE PROTECAO A MATERNIDADE E A INFANCIA DE MUTUIPE;INSTITUTO MARIE PIERRE DE SAUDE;399-9 - Associação Privada;RUA DR BARTOLOMEU CHAVES;SN;TERREO;45.480-000;CENTRO;MUTUIPE;BA;;;;ATIVA;24/09/2005;;;;0.00
92.898.550/0002-79;FILIAL;01/12/1997;FUNDACAO UNIVERSITARIA DE CARDIOLOGIA EM RECUPERACAO JUDICIAL;HOSPITAL ALVORADA;306-9 - Fundação Privada;RUA JACI ZANIN;170;TRES FIGUEIRAS;94.814-300;MARINGA;ALVORADA;RS;cardiologia@cardilogia.org.br;(51) 3232-3600 / (51) 3483-7566 / (21) 3230-3872;;ATIVA;03/11/2005;;;;0.00
90.260.480/0001-12;MATRIZ;13/02/1987;FUNDACAO MUNICIPAL DE SAUDE-FUMSA;HOSPITAL DE BUTIA;127-9 - Fundação Pública de Direito Privado Municipal;AVENIDA HONORIO HERMETO;S/N;;96.750-000;CENTRO;BUTIA;RS;;;BUTIA - RS;ATIVA;16/11/2002;;;;0.00
92.898.550/0003-50;FILIAL;23/04/1998;FUNDACAO UNIVERSITARIA DE CARDIOLOGIA EM RECUPERACAO JUDICIAL;HOSPITAL PADRE JEREMIAS;306-9 - Fundação Privada;RUA MARIO QUINTANA;SN;;94.910-030;PRQ DA NATRIZ PDA 57;CACHOEIRINHA;RS;;(051) 4692-361;;ATIVA;03/11/2005;;;;0.00
08.943.130/0001-70;MATRIZ;22/06/2007;FUNDACAO HOSPITALAR SAO JOSE;FHSJ;115-5 - Fundação Pública de Direito Público Municipal;RUA JOAO PAZZA;197;;95.480-000;CENTRO;CAMBARA DO SUL;RS;fssjose@tca.com.br;(54) 3251-1315 / (54) 3251-1167 / (54) 3251-1315;CAMBARA DO SUL - RS;ATIVA;22/06/2007;;;;0.00
04.994.418/0002-01;FILIAL;10/05/2018;ASSOCIACAO HOSPITALAR VILA NOVA;HOSPITAL DE CHARQUEADAS;399-9 - Associação Privada;ESTRADA RS 401;1754;;96.745-000;NOSSA SENHORA DA CONCEICAO;CHARQUEADAS;RS;administracao@ahvn.com.br;(51) 3245-8933;;ATIVA;10/05/2018;;;;0.00
95.422.358/0010-00;FILIAL;20/07/2023;HOSPITAL ANA NERY SANTA CRUZ DO SUL;HOSPITAL SAO JOSE;399-9 - Associação Privada;AVENIDA SAO MIGUEL;482;;93.950-000;CENTRO;DOIS IRMAOS;RS;contabilidade@hananery.com.br;(51) 2106-4409 / (51) 2106-4424;;ATIVA;20/07/2023;;;;0.00
89.421.259/0001-10;MATRIZ;29/08/1966;FUNDACAO HOSPITALAR SANTA TEREZINHA DE ERECHIM;HOSPITAL SANTA TEREZINHA;127-9 - Fundação Pública de Direito Privado Municipal;RUA ITALIA;919;;99.700-048;CENTRO;ERECHIM;RS;;;ERECHIM - RS;ATIVA;03/11/2005;;;;0.00
46.230.439/0008-88;FILIAL;03/07/2008;FUNDACAO PARA O DESENVOLVIMENTO MEDICO E HOSPITALAR;AMBULATORIO MEDICO DE ESPECIALIDADES DE BAURU;306-9 - Fundação Privada;RUA RUBENS ARRUDA;QD. 7;;17.015-110;CENTRO;BAURU;SP;orlatofamesp@fmb.unesp.br;(14) 3815-2680 / (14) 3815-2620 / (14) 3882-1885;;ATIVA;03/07/2008;;;;0.00
49.150.352/0043-71;FILIAL;25/10/2022;FUNDACAO PIO XII;HOSPITAL REGIONAL DE BEBEDOURO;306-9 - Fundação Privada;AVENIDA JOSE CUTRALE JUNIOR;4001;;14.701-750;JARDIM CRUZEIRO DO SUL;BEBEDOURO;SP;contabilidade@hcancerbarretos.com.br;(17) 3321-6600;;ATIVA;25/10/2022;;;;0.00
44.364.826/0004-58;FILIAL;17/04/2023;SANTA CASA DE MISERICORDIA DE ASSIS;AMBULATORIO MEDICO DE ESPECIALIDADES - AME BOTUCATU;399-9 - Associação Privada;RODOVIA MARECHAL RONDON;KM 253;;18.607-810;DISTRITO INDUSTRIAL;BOTUCATU;SP;contabilidade@santacasadeassis.org.br;(18) 9644-5111 / (18) 3302-3311;;ATIVA;17/04/2023;;;;0.00
46.230.439/0014-26;FILIAL;26/09/2013;FUNDACAO PARA O DESENVOLVIMENTO MEDICO E HOSPITALAR;SERVICO DE REABILITACAO LUCY MONTORO DE BOTUCATU;306-9 - Fundação Privada;RODOVIA MARECHAL RONDON;KM 253;;18.607-810;DISTRITO INDUSTRIAL;BOTUCATU;SP;diretoria@famesp.org.br;(14) 3881-4800 / (14) 3815-2680;;ATIVA;26/09/2013;;;;0.00
47.969.134/0008-55;FILIAL;28/02/2020;FUNDACAO SANTA CASA DE MISERICORDIA DE FRANCA;AMBULATORIO MEDICO DE ESPECIALIDADES - AME CAMPINAS;306-9 - Fundação Privada;AV PREFEITO FARIA LIMA;580;;13.036-220;PARQUE ITALIA;CAMPINAS;SP;provedoria@santacasadefranca.com.br;(16) 3711-4181/ (16) 3711-4196;;ATIVA;28/02/2020;;;;0.00
61.687.356/0034-06;FILIAL;27/08/2014;SERVICO SOCIAL DA CONSTRUCAO CIVIL DO ESTADO DE SAO PAULO - SECONCI-SP;AMBULATORIO MEDICO DE ESPECIALIDADES -AME CARAGUATATUBA;399-9 - Associação Privada;AVENIDA ACRE;1081;;11.665-305;INDAIA;CARAGUATATUBA;SP;contabilidade.fiscal@seconci-sp.org.br;(11) 3664-5050;;ATIVA;27/08/2014;;;;0.00
66.518.267/0025-50;FILIAL;18/03/2020;CENTRO DE ESTUDOS E PESQUISAS DR JOAO AMORIM;HOSPITAL GERAL DR FRANCISCO DE M C FILHO DE CARAPICUIBA;399-9 - Associação Privada;RUA DA PEDREIRA;95;TERREO0;06.321-665;PARQUE JOSE ALEX ANDRE;CARAPICUIBA;SP;fiscal@cejam.org.br;(11) 3469-1818;;SUSPENSA;20/12/2024;PEDIDO DE BAIXA INDEFERIDA;;;0.00
66.518.267/0027-12;FILIAL;17/12/2020;CENTRO DE ESTUDOS E PESQUISAS DR JOAO AMORIM;AMBULATORIO MED DE ESP DE CARAPICUIBA AME CARAPICUIBA;399-9 - Associação Privada;AV PRESIDENTE TANCREDO DE ALMEIDA NEVES;1304;TERREO0;06.329-350;CONJUNTO HABITACIONAL PRESIDENTE CASTELO BRANCO;CARAPICUIBA;SP;fiscal@cejam.org.br;(11) 3469-1818;;ATIVA;17/12/2020;;;;0.00
47.969.134/0007-74;FILIAL;03/06/2019;FUNDACAO SANTA CASA DE MISERICORDIA DE FRANCA;AMBULATORIO MEDICO DE ESPECIALIDADES - AME CASA BRANCA;306-9 - Fundação Privada;R PEDRO DE TOLEDO;48;;13.700-000;CENTRO;CASA BRANCA;SP;controladoria@ossfranca.org.br;(16) 3707-4433;;ATIVA;03/06/2019;;;;0.00
47.074.851/0015-48;FILIAL;12/05/2011;FUNDACAO PADRE ALBINO;AMBULATORIO MEDICO DE ESPECIALIDADES - CATANDUVA;306-9 - Fundação Privada;RUA CASCATA;825;;15.809-090;PARQUE IRACEMA;CATANDUVA;SP;fpa@padrealbino.com.br;(17) 3311-1100 / (17) 3311-3201;;ATIVA;12/05/2011;;;;0.00
61.687.356/0021-83;FILIAL;16/10/2007;SERVICO SOCIAL DA CONSTRUCAO CIVIL DO ESTADO DE SAO PAULO - SECONCI-SP;HOSPITAL REGIONAL DE COTIA - SECONCI - SP;399-9 - Associação Privada;AVENIDA DOUTOR ODAIR PACHECO PEDROSO;171;;06.717-200;JARDIM MONTE SANTO;COTIA;SP;contabilidade.fiscal@seconci-sp.org.br;(11) 3664-5050 / (11) 3664-5070;;ATIVA;16/10/2007;;;;0.00
57.571.275/0029-01;FILIAL;25/03/2020;FUNDACAO DO ABC;CENTRO DE REABILITACAO LUCY MONTORO;127-9 - Fundação Pública de Direito Privado Municipal;AVENIDA ANTONIO PIRANGA;614;ANDAR 2;09.911-160;CENTRO;DIADEMA;SP;contabilidade@fuabc.org.br;(11) 2666-5400;SAO BERNARDO DO CAMPO - SP;ATIVA;25/03/2020;;;;0.00
61.699.567/0005-16;FILIAL;11/09/2000;SPDM - ASSOCIACAO PAULISTA PARA O DESENVOLVIMENTO DA MEDICINA;HOSPITAL ESTADUAL DE DIADEMA GOVERNADOR ORESTES QUERCIA;399-9 - Associação Privada;R JOSE BONIFACIO;1641;;09.980-150;SERRARIA;DIADEMA;SP;nfe.serv@hed.spdm.org.br;(11) 3583-1515;;ATIVA;03/11/2005;;;;0.00
47.617.584/0003-74;FILIAL;19/08/2008;IRMANDADE DA SANTA CASA DE MISERICORDIA E MAT DRACENA;AMBULATORIO MEDICO DE ESPECIALIDADES DE DRACENA - AME;399-9 - Associação Privada;RUA IPIRANGA;1198;;17.900-000;CENTRO;DRACENA;SP;diretoria@santacasadracena.com.br;(18) 3822-1716 / (18) 3822-2045 / (18) 3822-3500;;ATIVA;19/08/2008;;;;0.00
60.003.761/0023-34;FILIAL;26/09/2022;FUNDACAO FACULDADE REGIONAL DE MEDICINA S J RIO PRETO;AMB MED ESPEC DR. OSMAR ALMEIDA LUZ - AME FERNANDOPOLIS;306-9 - Fundação Privada;AVENIDA MILTON TERRA VERDI;419;;15.607-016;JARDIM AMERICA;FERNANDOPOLIS;SP;diretoria@hospitaldebase.com.br;(17) 3201-5033 / (17) 3201-5193 / (17) 3201-5017;;ATIVA;26/09/2022;;;;0.00
60.003.761/0022-53;FILIAL;26/09/2022;FUNDACAO FACULDADE REGIONAL DE MEDICINA S J RIO PRETO;SERVICO DE REABILITACAO LUCY MONTORO - FERNANDOPOLIS;306-9 - Fundação Privada;AVENIDA MILTON TERRA VERDI;451;;15.607-016;JARDIM AMERICA;FERNANDOPOLIS;SP;diretoria@hospitaldebase.com.br;(17) 3201-5017 / (17) 3201-5033 / (17) 3201-5193;;ATIVA;26/09/2022;;;;0.00
47.969.134/0004-21;FILIAL;18/08/1988;FUNDACAO SANTA CASA DE MISERICORDIA DE FRANCA;AMBULATORIO MEDICO DE ESPECIALIDADE (AME FRANCA);306-9 - Fundação Privada;RUA DR ALCINDO CONRADO;1395;;14.400-902;CENTRO;FRANCA;SP;;;;ATIVA;03/11/2005;;;;0.00
66.518.267/0022-08;FILIAL;27/11/2019;CENTRO DE ESTUDOS E PESQUISAS DR JOAO AMORIM;HOSP EST PROF CARLOS DA SILVA LACAZ - FRANCISCO MORATO;399-9 - Associação Privada;VIA DE ACESSO MANOEL SILVERIO PINTO;125;;07.901-155;BELEM ESTACAO;FRANCISCO MORATO;SP;fiscal@cejam.org.br;(11) 3469-1818;;SUSPENSA;29/04/2025;Pedido De Baixa Indeferida;;;0.00
66.518.267/0024-70;FILIAL;18/03/2020;CENTRO DE ESTUDOS E PESQUISAS DR JOAO AMORIM;HOSPITAL ESTADUAL DR. ALBANO DA FRANCA ROCHA SOBRINHO;399-9 - Associação Privada;AV DOS COQUEIROS;300;BLOCO A;07.850-901;CENTRO;FRANCO DA ROCHA;SP;fiscal@cejam.org.br;(11) 3469-1818;;ATIVA;18/03/2020;;;;0.00
61.699.567/0052-32;FILIAL;06/10/2014;SPDM - ASSOCIACAO PAULISTA PARA O DESENVOLVIMENTO DA MEDICINA;HOSPITAL GERAL PROF DR WALDEMAR C.P.FILHO DE GUARULHOS;399-9 - Associação Privada;ALAMEDA DOS LIRIOS;200;;07.190-012;PARQUE CECAP;GUARULHOS;SP;nfe.serv@hgg.spdm.org.br;(11) 3466-1350;;ATIVA;06/10/2014;;;;0.00
03.969.808/0009-27;FILIAL;17/07/2017;INSTITUTO SOCRATES GUANAES - ISG;HOSPITAL REGIONAL JORGE ROSSMANN;399-9 - Associação Privada;AV RUI BARBOSA;541;;11.740-000;CENTRO;ITANHAEM;SP;danielschaper04@gmail.com;(71) 4062-8895/ (71) 9903-4906;;ATIVA;17/07/2017;;;;0.00
61.687.356/0014-54;FILIAL;16/11/1998;SERVICO SOCIAL DA CONSTRUCAO CIVIL DO ESTADO DE SAO PAULO - SECONCI-SP;HOSPITAL GERAL DE ITAPECERICA DA SERRA - SECONCI-OSS;399-9 - Associação Privada;AV GUACY FERNANDES DOMINGUES;200;;06.854-000;EMBU MIRIM;ITAPECERICA DA SERRA;SP;contabilidade@seconci-sp.org.br;(11) 3664-5050;;ATIVA;16/11/1998;;;;0.00
46.230.439/0010-00;FILIAL;03/07/2008;FUNDACAO PARA O DESENVOLVIMENTO MEDICO E HOSPITALAR;AMBULATORIO MEDICO DE ESPECIALIDADES DE ITAPETININGA;306-9 - Fundação Privada;R PEDRO MARQUES;723;;18.200-270;CENTRO;ITAPETININGA;SP;orlatofamesp@fmb.unesp.br;(14) 3815-2680/ (14) 3815-2680;;ATIVA;03/07/2008;;;;0.00
61.687.356/0048-01;FILIAL;26/05/2023;SERVICO SOCIAL DA CONSTRUCAO CIVIL DO ESTADO DE SAO PAULO - SECONCI-SP;AMBULATORIO MEDICO ESPECIALIDADES - AME ITAPEVA;399-9 - Associação Privada;PRACA ESPIRIDIAO LUCIO MARTINS;220;;18.400-020;CENTRO;ITAPEVA;SP;contabilidade.fiscal@seconci-sp.org.br;(11) 3664-5050 / (15) 3524-9030;;ATIVA;26/05/2023;;;;0.00
66.518.267/0035-22;FILIAL;15/12/2020;CENTRO DE ESTUDOS E PESQUISAS DR JOAO AMORIM;HOSPITAL GERAL DE ITAPEVI;399-9 - Associação Privada;R JESUINO JOAQUIM DA SILVA;S/N;;06.694-230;NOVA ITAPEVI;ITAPEVI;SP;fiscal@cejam.org.br;(11) 3469-1818;;ATIVA;15/12/2020;;;;0.00
57.571.275/0028-12;FILIAL;19/09/2019;FUNDACAO DO ABC;AMBULATORIO MEDICO DE ESPECIALIDADES - AME ITAPEVI;127-9 - Fundação Pública de Direito Privado Municipal;RUA CHRISTINO GONZALES;215;;06.694-040;NOVA ITAPEVI;ITAPEVI;SP;contabilidade@fuabc.org.br;(11) 2666-5400;SAO BERNARDO DO CAMPO - SP;ATIVA;19/09/2019;;;;0.00
60.742.616/0007-55;FILIAL;11/01/2000;CASA DE SAUDE SANTA MARCELINA;O.S.S. STA. MARCELINA - HOSP. GERAL DE ITAQUAQUECETUBA;399-9 - Associação Privada;R RIO NEGRO;48;;08.577-210;CENTRO;ITAQUAQUECETUBA;SP;;(11) 2070-6275;;ATIVA;11/01/2000;;;;0.00
66.518.267/0020-46;FILIAL;27/11/2019;CENTRO DE ESTUDOS E PESQUISAS DR JOAO AMORIM;AMBULATORIO MED ESPECIALID OLAVO SILVA SOUZA - AME ITU;399-9 - Associação Privada;ROD RODOVIA WALDOMIRO CORREA DE CAMARGO KM 63;S/N;;13.308-905;VILA MARTINS;ITU;SP;fiscal@cejam.org.br;(11) 3469-1818;;ATIVA;27/11/2019;;;;0.00
50.304.377/0002-93;FILIAL;21/12/2009;SANTA CASA DE MISERICORDIA DE ITUVERAVA;AMBULATORIO MEDICOS DE ESPECIALIDADES - AME - ITUVERAVA;399-9 - Associação Privada;RUA CAPITAO EUCLIDES BARBOSA LIMA;435;;14.500-000;CENTRO;ITUVERAVA;SP;financeiro.ameituverava@yahoo.com.br;(16) 3830-8643 / (16) 3830-1200;;ATIVA;21/12/2009;;;;0.00
72.957.814/0004-72;FILIAL;09/03/2009;SANTA CASA DE MISERICORDIA DE VOTUPORANGA;AMBULATORIO MEDICO DE ESPECIALIDADES JALES;399-9 - Associação Privada;RUA SETE;2720;;15.700-016;CENTRO;JALES;SP;contabilidade@santacasavotuporanga.com.br;(17) 3405-9133;;ATIVA;25/03/2009;;;;0.00
61.699.567/0096-53;FILIAL;10/12/2019;SPDM - ASSOCIACAO PAULISTA PARA O DESENVOLVIMENTO DA MEDICINA;AMBULATORIO MEDICO DE ESPECIALIDADES-AME JD DOS PRADOS;399-9 - Associação Privada;R SANT'ANA;275;;04.676-110;VILA SAO PEDRO;SAO PAULO;SP;nfe.serv@amejardimdosprados.sodm.org.br;(11) 5633-2491;;ATIVA;10/12/2019;;;;0.00
09.538.688/0012-95;FILIAL;11/01/2022;INSTITUTO DE RESPONSABILIDADE SOCIAL SIRIO LIBANES;INST DE RESP SOCIAL SIRIO LIBANES - UNIDADE AME JUNDIAI;399-9 - Associação Privada;RUA RANGEL PESTANA;531;;13.201-000;CENTRO;JUNDIAI;SP;fiscal@irssl.org.br;(11) 5200-0946 / (11) 5200-0900;;ATIVA;11/01/2022;;;;0.00
09.538.688/0009-90;FILIAL;01/07/2014;INSTITUTO DE RESPONSABILIDADE SOCIAL SIRIO LIBANES;OS IRSSL - UNIDADE HOSP. REGIONAL JUNDIAI;399-9 - Associação Privada;RUA CAMPOS SALLES;371;;13.201-814;VILA BOAVENTURA;JUNDIAI;SP;fiscal@irssl.org.br;(11) 5200-0946 / (11) 5200-0900;;ATIVA;01/07/2014;;;;0.00
61.687.356/0038-21;FILIAL;19/02/2016;SERVICO SOCIAL DA CONSTRUCAO CIVIL DO ESTADO DE SAO PAULO - SECONCI-SP;AMBULATORIO MEDICO DE ESPECIALIDADES - AME LORENA;399-9 - Associação Privada;R DOM BOSCO;604;;12.600-100;CENTRO;LORENA;SP;contabilidade.fiscal@seconci-sp.org.br;(11) 3664-5050;;ATIVA;19/02/2016;;;;0.00
57.571.275/0016-89;FILIAL;17/05/2012;FUNDACAO DO ABC;AMBULATORIO MEDICO DE ESPECIALIDADES - AME MAUA;127-9 - Fundação Pública de Direito Privado Municipal;RUA AMERICO PERRELLA;171;;09.390-030;CENTRO;MAUA;SP;contabilidade@fuabc.org.br;(11) 2666-5400;SAO BERNARDO DO CAMPO - SP;ATIVA;17/05/2012;;;;0.00
61.699.567/0008-69;FILIAL;29/07/2004;SPDM - ASSOCIACAO PAULISTA PARA O DESENVOLVIMENTO DA MEDICINA;HOSPITAL DE CLINICAS LUZIA DE PINHO MELO;399-9 - Associação Privada;RUA MANUEL DE OLIVEIRA;S/N;;08.773-130;VILA MOGILAR;MOGI DAS CRUZES;SP;nfe.serv@hclpm.spdm.org.br;(11) 3583-2800 / (11) 5571-4759;;ATIVA;03/11/2005;;;;0.00
61.699.567/0037-01;FILIAL;31/10/2011;SPDM - ASSOCIACAO PAULISTA PARA O DESENVOLVIMENTO DA MEDICINA;AMBULATORIO MEDICO DE ESPECIALIDADES DE MOGI DAS CRUZES;399-9 - Associação Privada;RUA ENGENHEIRO DE EUGENIO MOTTA;313;;08.730-120;JARDIM SANTISTA;MOGI DAS CRUZES;SP;nfe.serv@amemogi.spdm.org.br;(11) 2139-0318;;ATIVA;31/10/2011;;;;0.00
09.538.688/0008-09;FILIAL;26/06/2012;INSTITUTO DE RESPONSABILIDADE SOCIAL SIRIO LIBANES;O.S.I.R.S. SIRIO LIBANES S.REABILITACAO LUCY MONTORO;399-9 - Associação Privada;R PEDRO SIMOSO;249;;13.800-496;SAUDE;MOGI MIRIM;SP;fiscal@irssl.org.br;(11) 5200-0946/ (11) 5200-0900;;ATIVA;26/06/2012;;;;0.00
53.412.144/0005-45;FILIAL;21/10/2022;ASSOCIACAO DA SANTA CASA DE MISERICORDIA DE OURINHOS;AME OURINHOS - SANTA CASA DE OURINHOS;399-9 - Associação Privada;AVENIDA VITALINA MARCUSSO;1550;;19.910-206;JARDIM DAS PAINEIRAS;OURINHOS;SP;contabilidade@santacasadeourinhos.com.br;(14) 3302-6600;;ATIVA;21/10/2022;;;;0.00
03.969.808/0014-94;FILIAL;10/02/2020;INSTITUTO SOCRATES GUANAES - ISG;AME PARIQUERA-ACU;399-9 - Associação Privada;R DOS EXPEDICIONARIOS;155;;11.930-000;CENTRO;PARIQUERA-ACU;SP;institucional@isgsaude.org;(71) 4062-8888;;ATIVA;10/02/2020;;;;0.00
43.535.210/0012-40;FILIAL;27/08/2019;IRMANDADE DA SANTA CASA DE ANDRADINA;SERVICO DE REABILITACAO LUCY MONTORO - PARIQUERA-ACU;399-9 - Associação Privada;RUA FERNANDO COSTA;655;;11.930-000;CENTRO;PARIQUERA-ACU;SP;contabilidade2@santacasaandradina.com.br;(18) 3702-1100;;ATIVA;27/08/2019;;;;0.00
57.571.275/0010-93;FILIAL;04/03/2009;FUNDACAO DO ABC;AMBULATORIO MEDICO DE ESPECIALIDADES - AME PRAIA GRANDE;127-9 - Fundação Pública de Direito Privado Municipal;RUA VALTER JOSE ALVES;S/N;;11.705-030;VILA MIRIM;PRAIA GRANDE;SP;contabilidade@fuabc.org.br;(11) 2666-5432 / (11) 2666-5445;SAO BERNARDO DO CAMPO - SP;ATIVA;04/03/2009;;;;0.00
53.221.255/0032-47;FILIAL;16/02/2009;ASSOCIACAO LAR SAO FRANCISCO DE ASSIS NA PROVIDENCIA DE DEUS;HOSPITAL REGIONAL DE PRESIDENTE PRUDENTE;399-9 - Associação Privada;R JOSE BONGIOVANI;1297;;19.050-680;CIDADE UNIVERSITARIA;PRESIDENTE PRUDENTE;SP;administracao.hrpp@alsf.org.br;(17) 3283-9070;;ATIVA;16/02/2009;;;;0.00
53.221.255/0033-28;FILIAL;06/08/2009;ASSOCIACAO LAR SAO FRANCISCO DE ASSIS NA PROVIDENCIA DE DEUS;AMBULATORIO MEDICO DE ESPECIALIDADES PRES. PRUDENTE AME;399-9 - Associação Privada;R JOSE BONGIOVANI;1297;BLOCO VII;19.050-680;CIDADE UNIVERSITARIA;PRESIDENTE PRUDENTE;SP;administracao.amepp@alsf.org.br;(18) 3918-9850;;ATIVA;06/08/2009;;;;0.00
43.535.210/0004-30;FILIAL;18/12/2013;IRMANDADE DA SANTA CASA DE ANDRADINA;AMBULATORIO MEDICO DE ESPECIALIDADES DE PROMISSAO - AME;399-9 - Associação Privada;RUA ARTHUR FRANCO;215;;16.370-000;JARDIM AMERICA;PROMISSAO;SP;sebastiaosergiosilva@gmail.com;(18) 3702-1100 / (18) 3702-3163;;ATIVA;18/12/2013;;;;0.00
09.538.688/0013-76;FILIAL;07/06/2023;INSTITUTO DE RESPONSABILIDADE SOCIAL SIRIO LIBANES;O.S.I.R.S.SIRIO LIBANES UNID HOSPITAL REGIONAL REGISTRO;399-9 - Associação Privada;ROD RODOVIA REGIS BITTENCOURT - KM 449;S/N;QUADRAB LOTE 27;11.900-000;JARDIM YAMA;REGISTRO;SP;fiscal@irssl.org.br;(11) 5200-0946;;ATIVA;07/06/2023;;;;0.00
57.722.118/0003-02;FILIAL;02/02/2011;FUND DE APOIO AO ENSINO PESQ E ASSISTENCIA HCFMRPUSP;CENTRO DE REFERENCIA DA SAUDE DA MULHER - MATER;306-9 - Fundação Privada;AVENIDA WANDERLEY TAFFO;330;TERREO ANEXO PERTO DO PONTILHAO;14.070-250;QUINTINO FACCI II;RIBEIRAO PRETO;SP;rosorio@hcrp.fmrp.usp.br;(16) 3602-2872 / (16) 3602-2158 / (16) 3633-1066;;ATIVA;02/02/2011;;;;0.00
47.969.134/0012-31;FILIAL;01/08/2023;FUNDACAO SANTA CASA DE MISERICORDIA DE FRANCA;AME RIBEIRAO PRETO;306-9 - Fundação Privada;RUA VISCONDE DE INHOMIRIM;1050;;14.030-490;VILA VIRGINIA;RIBEIRAO PRETO;SP;controladoria@ossfranca.org.br;(16) 3707-4433;;ATIVA;01/08/2023;;;;0.00
57.722.118/0002-21;FILIAL;02/02/2011;FUND DE APOIO AO ENSINO PESQ E ASSISTENCIA HCFMRPUSP;HOSPITAL ESTADUAL RIBEIRAO PRETO - HERP;306-9 - Fundação Privada;AV INDEPENDENCIA;4750;;14.026-160;JARDIM CALIFORNIA;RIBEIRAO PRETO;SP;rosorio@hcrp.fmrp.usp.br;(16) 3602-2872/ (16) 3602-2158;;ATIVA;02/02/2011;;;;0.00
53.221.255/0028-60;FILIAL;25/09/2007;ASSOCIACAO LAR SAO FRANCISCO DE ASSIS NA PROVIDENCIA DE DEUS;HOSPITAL ESTADUAL PORTO PRIMAVERA;399-9 - Associação Privada;R DO HOSPITAL;135;;19.274-000;PRIMAVERA;ROSANA;SP;administracao.hrprimavera@alsf.org.br;(18) 3284-9500;;ATIVA;25/09/2007;;;;0.00
72.957.814/0003-91;FILIAL;11/03/2008;SANTA CASA DE MISERICORDIA DE VOTUPORANGA;AMBULATORIO MEDICO DE ESPECIALIDADES - SANTA FE DO SUL;399-9 - Associação Privada;AV NAVARRO DE ANDRADE;40;;15.775-000;CENTRO;SANTA FE DO SUL;SP;;(17) 3405-9133/ (17) 3405-9133;;ATIVA;11/03/2008;;;;0.00
57.571.275/0006-07;FILIAL;30/11/2001;FUNDACAO DO ABC;HOSPITAL ESTADUAL MARIO COVAS DE SANTO ANDRE - O.S.S.;127-9 - Fundação Pública de Direito Privado Municipal;RUA DOUTOR HENRIQUE CALDERAZZO;321;;09.190-615;PARAISO;SANTO ANDRE;SP;contabilidade@fuabc.org.br;(11) 2666-5400 / (11) 2666-5432 / (11) 6829-5001;SAO BERNARDO DO CAMPO - SP;ATIVA;30/11/2001;;;;0.00
57.571.275/0015-06;FILIAL;28/10/2010;FUNDACAO DO ABC;AMBULATORIO MEDICO DE ESPECIALIDADES - AME SANTO ANDRE;127-9 - Fundação Pública de Direito Privado Municipal;AVENIDA CAPITAO MARIO TOLEDO DE CAMARGO;3.330;;09.110-305;VILA AMERICA;SANTO ANDRE;SP;contabilidade@fuabc.org.br;(11) 2666-5400;SAO BERNARDO DO CAMPO - SP;ATIVA;28/10/2010;;;;0.00
47.673.793/0076-90;FILIAL;29/07/2010;ASSOCIACAO FUNDO DE INCENTIVO A PESQUISA;CENTRO DE ANALISES CLINICAS DA ZONA NORTE - CEAC NORTE;399-9 - Associação Privada;RUA VOLUNTARIOS DA PATRIA;4301;PAVLH MIGUEL PEREIRA;02.401-400;SANTANA;SAO PAULO;SP;contato@ftncontabil.com.br;(11) 3255-2525 / (11) 3259-0370;;ATIVA;29/07/2010;;;;0.00
56.577.059/0010-92;FILIAL;05/05/2010;FUNDACAO FACULDADE DE MEDICINA;INSTITUTO DE REABILITACAO LUCY MONTORO;306-9 - Fundação Privada;R JANDIATUBA;580;;05.716-150;VILA ANDRADE;SAO PAULO;SP;geral@ffm.br;(11) 3016-5718;;ATIVA;05/05/2010;;;;0.00
61.699.567/0015-98;FILIAL;04/06/2007;SPDM - ASSOCIACAO PAULISTA PARA O DESENVOLVIMENTO DA MEDICINA;CENTRO ESTADUAL DE ANALISES CLINICAS-CEAC-ZONA LESTE;399-9 - Associação Privada;RUA RUA JEQUITINHONHA;444;;03.021-040;BELENZINHO;SAO PAULO;SP;nfe.serv@ceacleste.spdm.org.br;(11) 3968-7403 / (11) 5571-4759;;ATIVA;04/06/2007;;;;0.00
47.673.793/0178-15;FILIAL;08/01/2018;ASSOCIACAO FUNDO DE INCENTIVO A PESQUISA;CENTRO ESTADUAL DE ANALISES CLINICAS DA ZONA SUL;399-9 - Associação Privada;AVENIDA NOSSA SENHORA DO SABARA;234;;04.686-000;JARDIM BELGICA;SAO PAULO;SP;carlos.oliveira@afip.com.br;(11) 2388-0958;;ATIVA;08/01/2018;;;;0.00
